name,region,cityProvince,address,holes,phone,certified,status,lat,lng
순창군파크골프장,전북,전북,전북특별자치도 순창군 유등면 왜이리 555-2,18,,False,공개,37.5085,127.0632
승촌파크골프장,광주,광주,광주광역시 남구 승촌동 588-47번지 일원(승촌공원 내),36,,False,공개,37.5085,127.0632
시종마한파크골프장,전남,전남,전라남도 영암군 시종면 남해당로 65,18,,False,공개,37.5085,127.0632
신태인파크골프장,전북,전북,전북특별자치도 정읍시 신태인읍 신용리 881,36,,False,공개,37.5085,127.0632
실내체육관파크골프장,전남,전남,전라남도 목포시 상동 349-1,9,,False,공개,34.8080793,126.4189568
어울림파크골프장,전북,전북,전북특별자치도 익산시 함영읍 칠복리 북부권,18,,False,공개,37.5085,127.0632
염주파크골프장,광주,광주,광주광역시 서구 금화로 278,9,,False,공개,35.1353365,126.8788465
영산포체육공원파크골프장,전남,전남,전라남도 나주시 삼영동 131-1,18,,False,공개,35.0066483,126.7039927
영암파크골프장,전남,전남,전라남도 영암군 영암읍 영운재로 272,18,,False,공개,37.5085,127.0632
오곡파크골프장,전남,전남,전라남도 곡성군 오곡천변내,9,,False,공개,37.5085,127.0632
온고을파크골프장,전북,전북,전북특별자치도 전주시 덕진구 화전동 969-6 만경강하천,18,,False,공개,37.5085,127.0632
운림삼별초파크골프장,전남,전남,전라남도 진도군 의신면 사천길 15-21,18,,False,공개,37.5085,127.0632
이서파크골프장,전북,전북,전북특별자치도 완주군 이서면 용서리 777-2 지사울공원,27,,False,공개,37.5085,127.0632
익산파크골프장,전북,전북,전북특별자치도 익산시 오산면 목천리 967-1,18,,False,공개,35.9310456,126.9103315
임실파크골프장,전북,전북,전북특별자치도 임실군 오수면 오수리 3,27,,False,공개,37.5085,127.0632
장성군 A파크골프장,전남,전남,전라남도 장성군 황룡면 월평리 590-1,14,,False,공개,35.2882272,126.7731983
장성군 B파크골프장,전남,전남,전라남도 장성군 황룡면 신호리 53-1,9,,False,공개,35.2882272,126.7731983
장흥파크골프장,전남,전남,전라남도 장흥군 관산읍 옥당리 535-16,9,,False,공개,37.5085,127.0632
줄포파크골프장,전북,전북,전북특별자치도 부안군 줄포면 생태공원로 170 부안자연생태공원 내,18,,False,공개,37.5085,127.0632
진안파크골프장,전북,전북,전북특별자치도 진안군 진안읍 운산리 76,18,,False,공개,37.5085,127.0632
첨단체육공원 파크골프장,광주,광주,광주광역시 광산구 쌍암동 695-3 첨단생활체육공원 내,9,,False,공개,37.5085,127.0632
청하파크골프장,전북,전북,전북특별자치도 김제시 청하면 강변로151 근처,18,,False,공개,37.5085,127.0632
한빛원자력파크골프장,전남,전남,전라남도 영광군 홍농읍 성산리 494,36,,False,공개,35.41915,126.43131
함평군파크골프장,전남,전남,전라남도 함평군 함평읍 곤재로 83,36,,False,공개,35.056975,126.5194608
해남파크골프장,전남,전남,전라남도 해남군 삼산면 봉학리 154-7,18,,False,공개,37.5085,127.0632
혁신도시파크골프장,전남,전남,전라남도 나주시 빛가람동 4-346,9,,False,공개,35.0199894,126.7894723
화순파크골프장,전남,전남,전라남도 화순군 청풍면 풍암리 93-9번지 일원,87,,False,공개,37.5085,127.0632
효령파크골프장,광주,광주,광주광역시 북구 하서로 950,9,,False,공개,35.1980004,126.8765111
효령파크골프장,광주,광주,광주광역시 북구 하서로 950,9,,False,공개,37.5085,127.0632
가야곡파크골프장,충남,충남,충청남도 논산시 가야곡면 덕은로 365,9,,False,공개,36.1525268,127.1785421
강경파크골프장,충남,충남,충청남도 논산시 강경읍 금백로 45,27,,False,공개,36.1563417,127.0090529
계룡시파크골프장,충남,충남,충청남도 계룡시 신도안면 정장리 6,36,,False,공개,36.2895962,127.2436909
곡교천파크골프장,충남,충남,충청남도 아산시 권곡동 331-1,18,,False,공개,36.7863791,127.013616
곰나루파크골프장,충남,충남,충청남도 공주시 웅진동 722,36,,False,공개,36.4601387,127.1065104
괴산파크골프장,충북,충북,충청북도 괴산군 괴산읍 임꺽정로222,18,,False,공개,37.5085,127.0632
금강파크골프장,세종,세종,세종특별자치시 세종동 747-321,36,,False,공개,37.5085,127.0632
금산군파크골프장,충남,충남,충청남도 금산군 제원면 수당리 986-1,36,,False,공개,37.5085,127.0632
논산시(신규)파크골프장,충남,충남,충청남도 논산시 성동면 원봉리 718-7,36,,False,공개,37.5085,127.0632
논산시파크골프장,충남,충남,충청남도 논산시 대교동 319-39번지,27,,False,공개,37.5085,127.0632
단양 파크골프장,충북,충북,충청북도 단양군 단양읍 별곡리 생태공원 내,18,,False,공개,37.5085,127.0632
당진해나루파크골프장,충남,충남,충청남도 당진시 석문면 통정리 1349,36,,False,공개,37.5085,127.0632
대소원 파크골프장,충북,충북,충청북도 충주시 대소원면 새터2길 29-15,18,,False,공개,36.9772096,127.8172417
대평파크골프장,세종,세종,세종특별자치시 대평동 578-12,9,,False,공개,36.4707442,127.2788381
도고파크골프장,충남,충남,충청남도 아산시 도고면 신언리 826,9,,False,공개,37.5085,127.0632
둔포파크골프장,충남,충남,충청남도 아산시 둔포면 석곡리 1480,9,,False,공개,37.5085,127.0632
무한천파크골프장,충남,충남,충청남도 예산군 예산읍 주교리 460,36,,False,공개,37.5085,127.0632
백세파크골프장,충남,충남,충청남도 청양군 청양읍 은천동길 16-6 백세공원 내,36,,False,공개,37.5085,127.0632
보령파크골프구장,충남,충남,충청남도 보령시 웅천읍 오천리 534-1,18,,False,공개,37.5085,127.0632
부강파크골프장,세종,세종,세종특별자치시 부강면 금호리 82 부강생활체육공원내,16,,False,공개,37.5085,127.0632
부여파크골프장,충남,충남,충청남도 부여군 부여읍 군수리 268-3,54,,False,공개,37.5085,127.0632
삽교파크골프구장,충남,충남,충청남도 당진시 신평면 삽교호 호수공원내,9,,False,공개,37.5085,127.0632
상록파크골프구장,충남,충남,충청남도 당진시 송악읍 두곡공단로,18,,False,공개,37.5085,127.0632
서산나이스파크골프장,충남,충남,충청남도 서산시 음암면 바위백이길 12,18,,False,공개,37.5085,127.0632
서산시파크골프장,충남,충남,충청남도 서산시 양대동 753-4,36,,True,공개,36.73412,126.4497
서천군노인복지관파크골프장,충남,충남,청남도 서천군 종천면 충서로302번길 88-26,18,,False,공개,37.5085,127.0632
수안보온천 파크골프장,충북,충북,충청북도 충주시 수안보생활체육공원 내,27,,False,공개,37.5085,127.0632
연산파크골프장,충남,충남,충청남도 논산시 연산면 표정리 249-2,9,,False,공개,37.5085,127.0632
오가낭파크골프장,세종,세종,세종특별자치시 한누리대로651,9,,False,공개,37.5085,127.0632
오송KTX파크골프장,충북,충북,충청북도 청주시 흥덕구 오송읍 오송리 358-3,36,,False,공개,36.6105774,127.3289361
유등파크골프장,대전,대전,대전광역시 서구 만년동 424,27,,False,공개,36.3682266,127.3829954
유성구 갑천파크골프장,대전,대전,대전광역시 유성구 탑립동 211-2,36,,False,공개,36.4162285,127.4111826
을미기파크골프장,대전,대전,대전광역시 대덕구 대덕대로1448번길 120 을미기공원 내,18,,False,공개,37.5085,127.0632
음성 금왕파크골프장,충북,충북,충청북도 음성군 금왕읍 오산리 산 2-4,18,,False,공개,37.5085,127.0632
음성 맹동파크골프장,충북,충북,충청북도 음성군 맹동면 동성리 6,9,,False,공개,37.5085,127.0632
음성 생극 파크골프장,충북,충북,충청북도 음성군 생극면 신양리 793-2,18,,False,공개,37.5085,127.0632
이순신파크골프장,충남,충남,충청남도 아산시 염치읍 석정리 536-16,36,,False,공개,37.5085,127.0632
전원파크골프장,충남,충남,충청남도 서산시 대산읍 운산리,18,,False,공개,37.5085,127.0632
제천 청풍호파크골프장,충북,충북,충청북도 제천시 금성면 신담길 213,18,,True,공개,37.0566842,128.1792418
조천파크골프장,세종,세종,세종특별자치시 조치원읍 새내22길(서창천교 옆),9,,False,공개,37.5085,127.0632
중앙공원파크골프장,세종,세종,세종특별자치시 연기면 세종동 1204,9,,False,공개,37.5085,127.0632
증평 파크골프장,충북,충북,충청북도 증평군 증평읍 환경개선사업소 내,9,,False,공개,37.5085,127.0632
진천파크골프장,충북,충북,충청북도 진천군 진천읍 장관리,18,,False,공개,37.5085,127.0632
천안도솔파크골프장,충남,충남,충청남도 천안시 동남구 천안대로 844 도솔광장 내,18,,False,공개,37.5085,127.0632
천안백석골프장,충남,충남,충청남도 천안시 서북구 유봉로,36,,False,공개,37.5085,127.0632
천안풍세천파크골프장,충남,충남,충청남도 천안시 풍세면 풍서천,18,,False,공개,37.5085,127.0632
천안풍세파크골프장,충남,충남,충청남도 천안시 동남구 풍세면 용정리 971 풍세산단 내 공원,18,,False,공개,37.5085,127.0632
천안한들파크골프장,충남,충남,충청남도 천안시 서북구 음봉로 861-50,18,,False,공개,36.8281075,127.1044859
청주 미호강 파크골프장,충북,충북,충청북도 청주시 흥덕구 미호로 99,36,,True,공개,36.6679826,127.3935444
청주 오송 파크골프장,충북,충북,충청북도 청주시 흥덕구 오송읍 생명과학단지 공원 내,9,,False,공개,37.5085,127.0632
청주 장애인 파크골프장,충북,충북,충청북도 청주시 흥덕구 미호로 99,18,,False,공개,36.6679826,127.3935444
청주 호미골 파크골프장,충북,충북,충청북도 청주시 상당구 용정동 25,9,,False,공개,36.656208,127.5310138
충주 단월 파크골프장,충북,충북,충청북도 충주시 단월동 635-4,18,,False,공개,36.9466684,127.9065639
충주 장애인 파크골프장,충북,충북,충청북도 충주시 창현로 1400 (용관동),9,,False,공개,37.5085,127.0632
충주호 파크골프장,충북,충북,충청북도 충주시 목행동 749-3,54,,False,공개,37.0109315,127.9262863
탑정파크골프장,충남,충남,충청남도 논산시 부적면 탑정리 475-79,18,,False,공개,37.5085,127.0632
태안파크골프장,충남,충남,충청남도 태안군 태안읍 기업도시로 443,36,,False,공개,36.7375876,126.3255662
태평-버드내파크골프장,대전,대전,대전광역시 중구 태평동515-2(가장교-태평교),18,,False,공개,37.5085,127.0632
한솔파크골프장,세종,세종,세종특별자치시 가람동 765,9,,False,공개,36.4690483,127.2460943
한진파크골프구장,충남,충남,충청남도 당진시 송악읍 신복운로 5,9,,False,공개,37.5085,127.0632
홍성군파크골프장,충남,충남,충청남도 홍성군 홍성읍 충서로1707번길 150,18,,False,공개,36.6071575,126.68265
강창학파크골프장,제주,제주,제주특별자치도 서귀포시 강정동 1353,18,,False,공개,33.24695,126.48927
남원파크골프장,제주,제주,제주특별자치도 서귀포시 남원읍 수망리 산 158-1,18,,False,공개,37.5085,127.0632
렛츠런파크골프장,제주,제주,제주특별자치도 제주시 애월읍 유수암리 1206,18,,False,공개,33.43092,126.40305
월라봉파크골프장,제주,제주,제주특별자치도 서귀포시 신효동 1188-5,9,,False,공개,33.26471,126.60973
칠십리파크골프장,제주,제주,제주특별자치도 서귀포시 서홍동 663-2,18,,False,공개,33.25965,126.55175
회천파크골프장,제주,제주,제주특별자치도 제주시 와흘전1길 32 제주시생활체육공원 내,18,,False,공개,37.5085,127.0632
